SMILEScurated,Solubility
[O-]S(=O)(=O)C1=CC=CC=C1,0.848907093
CC1=CC=CC(=C1C)S([O-])(=O)=O,0.777998866
NC1=CC(=CC2=CC(=CC(O)=C12)S([O-])(=O)=O)S([O-])(=O)=O,-1.476228892
[O-]C(=O)C([O-])=O,0.07901721
[O-]C(=O)C([O-])=O,-0.307349426
[O-][N+]([O-])=O,1.170097396
CCCC[NH2+]CCO,0.931102034
C[NH2+]CCO,1.124296456
[NH3+]CCO,1.214072532
CN(C)C=O,1.13611233
[O-]S([O-])(=O)=O,0.782342373
[SH-],1.243569299
CCN(CC)S(=O)(=O)C1=CC=C(OC)C(NN=C2C=C(C3=CC=CC=C3C2=O)S([O-])(=O)=O)=C1,-2.466753911
CCOC(=O)N(CC)C1=CC=CC=C1,0.867399476
OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(O)C=C1,-2.357024785
OCC1OC(OC2=CC(O)=CC(O)=C2C(=O)CCC2=CC=C(O)C=C2)C(O)C(O)C1O,-2.639897679
CC1=C(N)C=CC=C1Cl,-2.15106632
CC(=O)OCCC1=CC=CC=C1,-2.231757445
[O-]C(=O)CCCCC1CCSS1,-2.375047335
CC1=CC=CC=C1OCC1CO1,-2.291104446
CCCCCCCCCCCCCC[N+](C)(C)C,-2.898070996
[O-]S(=O)(=O)CCN1CC[NH+](CCS([O-])(=O)=O)CC1,-2.747593942
ClC1=CC=C2N(C3CC[NH2+]CC3)C(=O)NC2=C1,-2.663075861
CC(CC=O)CC(C)(C)C,-2.675906595
ClC1=CC=CC=C1Cl,-3.0533858
COC1=CC=C(C=CC)C=C1,-3.125539877
[Cr+3],-3.199631781
NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C([O-])=O)N1,-3.574289037
[Mo],-3.420275441
CCCCCCCCCCCCCCCC(=O)N1C(CCC1=O)C([O-])=O,-4.022319118
CCOC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,-3.969239559
O.O.O.O.O.O.[Al+3].[Al+3].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,-3.074227426
NC1=CC=C(OCC2=CC=CC(F)=C2)C(Cl)=C1,-4.693292334
OC1=C(Br)C2=CC=CC=C2[NH+]=C1[C-]1C(=O)C2=CC=CC=C2C1=O,-4.867097266
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-5.14904043
O[Sn]([O-])=O,-5.616551128
CCCCCCCCCCCCCCCC=CCC(CC([O-])=O)C([O-])=O,-6.964445851
CCCCCCCCCCCCCCCCOC1=CC=CC=C1C(=O)CC(=O)NC1=NC(=CS1)C1=CC=CC=C1,-4.847279535
CC(C)OCCOC(C)=O,-0.165775242
[NH4+].[NH4+].[NH4+].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Rh+3],-0.56876707
CC(CC([O-])=O)CC(C)(C)C([O-])=O,-0.279037497
OC1=CC=C(C=C1C([O-])=O)S([O-])(=O)=O,0.655490272
C1COCC[NH2+]1,0.727886015
[K+],1.228407286
OCCN1CCNC1=O,0.877677326
NC1=CC=C(OCCO)C(N)=C1,-0.233704176
CC(=C)C([O-])=O,0.056273368
CC(=C)C(=O)OC(=O)C(C)=C,-0.196759712
CC[N+](CC)(CC)CC,0.583312842
[O-]C#N,0.17111691
OC([O-])=O,0.057960927
OCC[NH2+]CCO,0.957792794
C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,-0.500013296
CCN(CC)C1=CC2=[O+]C3=CC(N(CC)CC)=C(C)C=C3C(C3=CC=C(C=C3S([O-])(=O)=O)S([O-])(=O)=O)=C2C=C1C,-0.80532039
[Br-],0.963501086
COCCOCCOC,0.84545625
CC=CC([O-])=O,0.038175146
[O-][N+]([O-])=O,-0.444071386
[O-]C(=O)C1CCC(=O)N1,-0.534193588
OP([O-])([O-])=O,-0.396643053
C[NH+](C)CC([O-])=O,0.809172864
OC([O-])=O,0.953747696
CC(=C)CCO,0.019067893
CCC(C)C1=CC(=CC(N2N=C3C=CC=CC3=N2)=C1O)S([O-])(=O)=O,-1.57624495
CC1=CC=C(N)C=C1,-1.047745261
CC1=CC=C(C=C1S([O-])(=O)=O)S(=O)(=O)C1=CC(NC(=O)C(Br)=C)=CC=C1N=NC1=C(N)C=CC2=CC(=CC=C12)S([O-])(=O)=O,-1.894836231
CCOC1=CC=CC=C1O,-1.171451504
CCC1(COC(=O)C=C)COCOC1,-1.333054875
COC1=CC(C=O)=CC=C1O,-1.228026593
BrCBr,-1.285894713
[O-][Se]([O-])=O,0.715388416
[O-]C(=O)C1=CC=C[N+](CC2=CC=CC=C2)=C1,0.519220267
CC(C)([NH3+])C#C,1.031655988
[O-][V](=O)=O,0.266461374
CCN1C([O-])=C(C(N)=O)C(C)=C(N=NC2=CC(NC3=NC(F)=NC(NC4=CC(=CC=C4Cl)S([O-])(=O)=O)=N3)=CC=C2S([O-])(=O)=O)C1=O,-0.921034384
CC(O)C[NH2+]CC(C)O,0.815044373
C1N2CN3CN1CN(C2)C3,0.792402682
[Cl-].[Cl-].[Cl-].[La+3],0.365226597
CCC1CO1,0.080542298
[O-]C=O,-0.274600321
O=C1CCCCC1,-0.057369728
[O-]S(=O)(=O)OOS([O-])(=O)=O,0.571095673
C[N+](C)(C)CC(O)CCl,0.647406308
CC(C)(CO)CO,0.901422988
CCOC(C)=O,-0.025404461
C1CC=CCCC=C1,-2.499798074
[O-]C(=O)C1=CC=CC=C1C([O-])=O,-0.391024433
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.[O-][W]([O-])(=O)=O.[O-][W]([O-])(=O)=O.[O-][W]([O-])(=O)=O,-0.472461116
[O-]C(=O)CCl,0.848624184
O=C1CCCCCN1,0.860120914
ON=O,1.074996233
CC1=CC=C(C=C1)S([O-])(=O)=O,0.624533151
[O-]S([O-])(=O)=O.COC1=CC=C(NCCO)C=C1N,-0.534342295
C=CC[NH2+]CC=C,-0.079006957
COP(=O)(CCC(=O)NCO)OC,1.578490674
OCCN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(=NC(NC5=CC=CC=C5)=N4)N(CCO)CCO)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=NC(NC2=CC=CC=C2)=N1,-1.059279349
N#CCCCCC#N,-0.130912442
CC(=O)CC(=O)NC1=CC=CC=C1,-1.299081064
COS([O-])(=O)=O.CN(N=CC1=[N+](C)C2=CC=CC=C2C1(C)C)C1=CC=C(C)C=C1,-1.676206053
COS([O-])(=O)=O.COC1=CC=C(C=C1)N(C)N=CC1=[N+](C)C2=CC=CC=C2C1(C)C,-1.692536484
CCCCC(CC)(CO)CO,-1.260334336
CI,-1.214583849
CCC=C(C)C=O,-1.057369728
O=C1OC(=O)C2=CC3=C(C=C12)C(=O)OC3=O,-1.406221724
CCCCOC(=O)CCC(C)=O,-1.306674746
CC1CCC2C(C1)C(=O)OC2=O,-1.301526049
CCCCC(CC)C([O-])=O,-1.591715559
CC1=CC=CC(C)=C1N,-1.167514488
COC(=O)C1CCC(CC1)C(=O)OC,-1.387194666
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,-1.735714189
NC(=O)C1=CC=C(N)C=C1,-1.225545386
CN1C2=C(NC=N2)C(=O)N(C)C1=O,-1.35258526
CC(CC(C)(C)CC#N)C#N,-1.574682221
C[NH+](C)CC1=CC=CC=C1,-1.227918826
ClC(Cl)Cl,-1.173834312
[Br-],1.908299785
C=CC(=O)OCC1CCCO1,-0.295451716
CC(=O)CC(=O)NC1=CC=C(C=C1)S([O-])(=O)=O,0.421747335
CCOC1=C(O)C(=O)OC1C(O)CO,0.580970652
CC(O)(P(O)([O-])=O)P([O-])([O-])=O,0.420460109
COC(=O)C=CC(=O)OC,-0.267204876
CC1=CC(O)=CC=C1O,-0.207417517
CNC(=O)NC,0.938636234
[O-][Mo]([O-])(=O)=O,-2.580479862
CCCCC(CC)C[NH+](CCC([O-])=O)CCC([O-])=O,0.410469265
CC([O-])=O,-0.375535712
C[NH+](C)C,0.899333987
[O-]C(=O)COC1=CC=C(Cl)C=C1Cl,0.449977221
COCCC(=O)OC,0.802693707
[O-]C#N,0.965960091
OCCCCOC=C,-0.18999534
[O-]P=O,0.862674821
[O-]P=O,0.854635653
CCCCOCC1CO1,-0.53795425
C(C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-0.718824561
[O-]S(=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,-0.714701597
CN(CCC#N)C1=CC=C(C=CC2=[N+](C)C3=CC=CC=C3C2(C)C)C=C1,-0.774172069
[O-]S(=O)(=O)OOS(=O)=O,0.486552521
CC1=NN(C(=O)C1N=NC1=CC=C(C)C(=C1)S(=O)(=O)NC1=CC=CC=C1)C1=CC=C(C=C1)S([O-])(=O)=O,-0.872552369
[O-]C(=O)C=C,0.00596733
C[NH3+],1.368643478
[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,-0.707389182
C=CC(=O)OC1C=CC2C3CCC(C3)C12,-3.708142472
[O-]S(=O)(=O)CC=C,0.694952865
CC1=CC(NC2=NC(NC3=CC=C(N=NC4=CC5=C(C=CC=C5C(=C4)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C3)=NC(NCCO)=N2)=CC=C1N=NC1=CC2=C(C=CC=C2C(=C1)S([O-])(=O)=O)S([O-])(=O)=O,-1.174873472
CC([O-])=O.COC1=CC=C2C=C(OC2=C1)C1N(C)C2=CC=C(C=C2N1C)S(C)(=O)=O,0.212574469
OCCN1CC[NH+](CCS([O-])(=O)=O)CC1,0.431866679
NC(=O)C1CCC[NH2+]1,0.785359758
N1C=NC=N1,1.005827448
[Br-],1.377544373
[O-]C=O,1.012544423
OC1=CC=C(O)C=C1,-0.196736611
[NH3+]C(CC([O-])=O)C([O-])=O,-1.229318187
CC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-1.727128194
[V],-0.814424958
NC1=CC=C(NC2=CC=C(C=C2S([O-])(=O)=O)[N+]([O-])=O)C=C1,-1.59828953
CN1C2=CC=CC=C2C(C=CC2=[N+](C)C3=CC=CC=C3C2(C)C)=C1C1=CC=CC=C1,-1.743927996
C1COC=CC1,-1.038398213
CCCCCCC(O)CO,-1.289975217
CC[NH+](C(C)C)C(C)C,-1.241602263
NC1=CC(=C(O)C2=C1C(=O)C1=C(O)C(=CC(N)=C1C2=O)S([O-])(=O)=O)S([O-])(=O)=O,-1.799112619
CC(C)OC(=O)C(F)(F)F,-1.336078753
OC1=C2C(C=CC(N=C)=C2NNC2=CC=C(NC(=O)C(Br)=C)C=C2S([O-])(=O)=O)=CC(=C1)S([O-])(=O)=O,-1.947653209
CCOC1=CC=C(C)C=C1N=NC1=CC=C(N=NC2=CC=CC(=C2)S([O-])(=O)=O)C2=CC=CC=C12,-1.847135544
[O-]C(=O)C=CC([O-])=O,-1.219629428
CC(O)CN(CC(C)O)C1=CC=C(C)C=C1,-1.5038218
CCOS(=O)(=O)OCC,-1.342949719
CN(CC1=CC=C(NC2=CC(=C(N)C3=C2C(=O)C2=CC=CC=C2C3=O)S([O-])(=O)=O)C=C1)S(=O)(=O)C1=CC=C(C)C=C1,-1.942821991
[O-]C(=O)C(F)(F)F,0.661069302
[O-]P([O-])(F)=O,0.684400587
[O-]C=O,1.175855294
[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.322699056
CCCCCCCCCCCC[N+](C)(C)CC(O)CS([O-])(=O)=O,0.286518104
[Br-],0.755675434
CC1=CC=C(C=C1S([O-])(=O)=O)[N+]([O-])=O,0.492439953
CC([O-])=O,0.469225609
OC(C([O-])=O)C1=CC=CC=C1Cl,-0.4390279
[O-]S(=O)(=O)C1=CC=C2C(C=CC(=O)C2=NNC2=CC=C(N=NC3=CC=C(NC4=CC=CC=C4)C(=C3)S([O-])(=O)=O)C3=CC=CC=C23)=C1,-1.015630004
[Cs+],0.411226108
CN1CN(C=C)C=C1,0.658580285
[NH3+]C(CS)C([O-])=O,0.621927102
CC([O-])=O,-0.03568317
CCCCO,-0.050409053
[O-][Mo]([O-])(=O)=O,0.502020447
[O-]S([O-])(=O)=O,0.540234161
[Cl-].[Cl-].[Cl-].[Fe+3],0.602851797
[O-]S([O-])(=O)=O,0.631332711
COC1=CC=C(C=C1)N=NC1=CC=C(C=C1OC)N=NC1=CC=CC(=C1)S([O-])(=O)=O,-0.83545917
ON1C=CC=CC1=S,0.637012443
OCC(O)C1OC(=O)C(O)=C1[O-],0.511043092
[Cl-].[Cl-].[Ni++],0.694933378
CC1=C(CNC(=O)CCl)C(C)=C(NC2=CC(=C(N)C3=C2C(=O)C2=CC=CC=C2C3=O)S([O-])(=O)=O)C(C)=C1CNC(=O)CCl,-1.017551933
CC(C)=CCO,-0.128994642
NS([O-])(=O)=O,0.438861216
[NH3+]CCCCCC[NH3+],0.738903406
OCS([O-])=O,0.731520726
N1C=CN=C1,0.968390542
[NH3+]C(CC([O-])=O)C([O-])=O,0.609927332
OP([O-])([O-])=O,0.41039078
CCC(C)(C)OO,-0.216594575
[NH3+]CCC1=CC=CC=C1,-0.28238117
CC1(C)CC(O)CC(C)(C)N1[O],0.562703544
CC1=C2N=NNC2=CC=C1,0.605167428
O=C1CCC(=O)O1,-0.201666274
CCC([O-])=O,-0.476934722
OCC(CO)(CO)CO,-0.341616387
CC(C)C(=O)OC(=O)C(C)C,0.591790232
[O-]C(=O)C1CCC(=O)N1,0.608204633
CCN(CC1=CC=CC(=C1)S([O-])(=O)=O)C1=CC=C(C=C1)[C+](C1=CC=C(C=C1)N(CC)CC1=CC=CC(=C1)S([O-])(=O)=O)C1=CC=CC=C1S([O-])(=O)=O,-0.113158037
[O-]P(=O)=O,0.689301474
CC1(C)C(O)C(C)(C)C1O,-0.373677588
OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.296193785
OCCOCCOCCCNC1=CC=C(NCCCOCCOCCO)C2=C1C(=O)C1=CC=CC=C1C2=O,0.057188696
CC([O-])=O,1.001717808
[O-]C(=O)CCC(=O)C([O-])=O,0.614880073
[O-]S(=O)(=O)CCCSSCCCS([O-])(=O)=O,0.228652636
CC(=C)C=O,-0.067511006
CC(C)C=O,-0.079826177
CC(C)OP([S-])(=S)OC(C)C,-0.552854708
CNC(=O)C(C)(C(C)C)C(C)C,-1.394867706
ClC(Cl)=O,-1.160845842
[O-]C(=O)CC1(CC([O-])=O)CCCCC1,-1.47223405
[Sr],-1.113943352
NC(=O)CCC(NC(=O)C[NH3+])C([O-])=O,-0.194310278
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)C1=CC2=C(OC3=C(Cl)C4=NC5=C(OC4=C(Cl)C3=N2)C(=C(N)C=C5)S([O-])(=O)=O)C(=C1N)S([O-])(=O)=O,-2.180765898
CCSC,-1.056973282
O=CC1=CC=CC=C1,-1.209572311
CCC(C)(OO)OOC(C)(CC)OO,-1.507773246
C[NH2+]C(C)C(O)C1=CC=CC=C1,-1.405191317
CCOC(=O)C(C)C,-1.255496889
S=[Sr],0.003660289
O=C1OC(=O)C2=CC=CC=C12,-1.364424933
ClC=CCl,-1.187180386
C1=CC2=CC=CN=C2C=C1,-1.325093551
CC(C)(O)C1=CC=CC=C1,-1.759306143
NC1=C(C=C(C2=CC(=C(N)C3=C2C(=O)C2=CC=CC=C2C3=O)S([O-])(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S([O-])(=O)=O,-2.030180053
CC[NH+]1CCCCC1,-1.275710522
CC1=CC=C(N)C(=C1)S([O-])(=O)=O,-1.494200991
[O-]C(=O)C1=CC(C([O-])=O)=C(C=C1C([O-])=O)C([O-])=O,-1.959467524
O=C1NCCN1,0.840273374
O.O.O.[Fe+3].[Fe+3],-3.726148307
NO.NO.[O-]S([O-])(=O)=O,0.553426318
[Cl-].[Cl-].[Co++],0.654418336
OP([O-])([O-])=O,0.628656443
CCCCCCCCCCCCCC(=O)NC(CCC([O-])=O)C([O-])=O,-0.830822577
CC(=O)OCC(COC(C)=O)OC(C)=O,-0.575436704
CC1(C)CO1,-0.094549434
CCCCCCOC1OC(CO)C(O)C(O)C1O,-0.658698746
OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.476843124
NC1=NN=CN1,0.832692995
OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O,0.340366328
OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.425248046
NC1=C(C=C(NC2=CC=C(NC(=O)C(Br)=C)C=C2S([O-])(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S([O-])(=O)=O,-1.061803892
NC(=O)CCN(CCO)C1=NC(NC2=CC=CC=C2)=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(NC5=CC=CC=C5)=NC(=N4)N(CCO)CCC(N)=O)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=N1,-1.247560996
OC1COC(O)C(O)C1O,0.577880851
CC(C)(CO)C(O)C(=O)NCCCO,0.437676454
OC(C(O)C([O-])=O)C([O-])=O,0.571847844
[O-]P([O-])(=O)C[NH+](CCCCCC[NH+](CP([O-])([O-])=O)CP([O-])([O-])=O)CCCCCC[NH+](CP([O-])([O-])=O)CP([O-])([O-])=O,-0.087765578
OC(C(O)C([O-])=O)C([O-])=O,0.473623794
COC(=O)CC(C(C)=O)C(=O)OC,-0.524834841
OC([O-])=O,-0.722399688
C(CCOCC1CO1)COCC1CO1,-0.560813739
[Cl-].[Cl-].[Pd++],-0.503697626
[SH-],0.990088732
[NH3+]CCC([O-])=O,0.786548045
CNC1=NC(OC)=CC=C1N,0.381923091
CCC(C)[NH2+]CCO,0.666700934
OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.287941418
[O-]S(=O)OS([O-])=O,0.453391082
CNC(NCC1CCOC1)=N[N+]([O-])=O,-0.569414718
CCOCCC(=O)OCC,-0.431708518
C[NH2+]C1CCCCC1,-0.321468013
COC(=O)CC#N,-0.263631686
OCCS([O-])(=O)=O,0.556942214
[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.072180899
CCCCCCCCC=CCCCCCCCCOC(=O)C(CC([O-])=O)S([O-])(=O)=O,-0.962426912
CCOC(=O)CC#N,-0.327612407
COC1=CC(=C(OC)C=C1N=NC1C(C)=NN(C1=O)C1=CC=C(C=C1)S([O-])(=O)=O)S(=O)(=O)CCOS([O-])(=O)=O,-0.089843034
OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.345413007
CC(CCC#N)C#N,-0.31550074
CCCCOCC(C)O,-0.405237967
O=C1OC=CO1,0.777076543
CCC(C)OC([S-])=S,0.468876879
CC(O)C1=CC(N)=CC=C1N,-0.68563679
CC1=C(OC=N1)C#N,-0.324555733
[O-][N+]([O-])=O,0.327636132
CCOC([S-])=S,0.544338165
[NH3+]CCCCCCCC[NH3+],0.362142177
CC(C)(C)NC(=O)C1CC2CCCCC2C[NH2+]1,-2.161609361
OCCCCCCO,1.626440718
C[NH+](C)CCOC(=O)C(C)=C,0.502481549
OC(C(O)C([O-])=O)C([O-])=O,0.411056357
CCOP(=O)(OCC)OCC,0.438526523
[O-]C(=O)C1CCC(=O)N1,-0.404258917
CCCC=O,-0.159007423
C1CCSC1,-1.181917475
CC(=O)OC1=CC=CC=C1,-1.373595162
CCCl,-1.050748809
ClC1=CC(Cl)=NC=N1,-1.417253114
CC(=O)C(=N[N-]C1=CC=C(C=C1)N=NC1=C(N)C2=C(C=C(C(=NNC3=CC=C(C4=CC=CC=C34)S([O-])(=O)=O)C2=O)S([O-])(=O)=O)C=C1S([O-])(=O)=O)C(=O)NC1=CC=CC=C1,-2.218028318
CC1=CC=C(N)C(C)=C1,-1.335253673
NC1=CC=CC=C1Cl,-1.357574146
NP(N)(=O)OC1=CC=CC=C1,-1.487653403
CCOC1=CC=CC2=C1C(=O)C1=C(NC3CCCCC3)C=CC(NC3=CC=CC=C3S([O-])(=O)=O)=C1C2=O,-1.987836786
CC(C[NH3+])CCC[NH3+],-1.327248701
CN1C(N)=CC(=O)N(C)C1=O,-1.453578731
CC=CCCC1CCCC(=O)O1,-1.488726291
F[B-](F)(F)F,-1.367638869
CCCOC(=O)C(O)=COC1=CC=CC=C1,-1.622546359
NC1=NC(N)=CC(=O)N1,-1.378146596
CC1=CC=C(N)C(Cl)=C1O,-1.48155287
O=C1[N-]C(=O)[C-]([N+]#N)C(=O)[N-]1,-1.471757019
CC(COCC(C)OC(=O)C=C)OC(=O)C=C,-1.668298088
[O-]C(=O)C1=CC=NC=C1,-1.375967099
OC1CSC(O)CS1,-1.469038232
CC(=O)CCCCCl,-1.415573876
CC1=CC(=O)N(N1)C1=CC=C(C=C1)S([O-])(=O)=O,-1.692640297
CC1=CC=CC=C1S(N)(=O)=O,-1.525986853
CC1CC(NC(N)=O)NC(=O)N1,-1.531423432
CC1=CC(N)=CC=C1N,-1.641347932
NC1=CC=CC(=C1)C(F)(F)F,-1.508195621
[NH3+]C1CCC(CC2CCC([NH3+])CC2)CC1,-1.62400348
COC1=CC=C(OC)C(NC(C)=O)=C1,-1.591549855
CC(C)C1=CC=C(C=C1)S([O-])(=O)=O,0.320887212
NC([O-])=O,0.711593998
CC(C)C1=CC=C(C=C1)S([O-])(=O)=O,0.346022737
C[N+](C)(C)CCCNC(=O)CCCCCCCCC=C,0.094063213
O=BO[B-](=O)O[B-](=O)OB=O,-0.884641885
NC1=NC=CC=C1O,-0.346106152
C=CN1CCCCCC1=O,-0.450786076
CC(=O)OCC=C(C)C=O,-0.460793982
OB(O)O,-0.099255215
OB(O)O,-0.684341705
OB(O)O,-0.312059473
CCC(CO)(CO)C([O-])=O,0.516803854
[O-][N+]([O-])=O,0.166535451
OCC[NH+](CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.144421539
OCCN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(=NC(NC5=CC=CC=C5)=N4)N(CCO)CCO)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=NC(NC2=CC=CC=C2)=N1,-1.29966008
CC(O)C([O-])=O,-0.70350543
CC(C)CC([O-])=O,-0.327924852
OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.221876471
CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1)C(C(C)C)C([O-])=O,-2.735926094
OCCN(CCO)C1=CC=CC=C1,-0.583380931
CCOC(=O)OC,-0.344450681
[Mg++].[Cl-].[Cl-],0.692207827
[O-]C(=O)CCCCC([O-])=O,0.251364785
O=[V++].[O-]S([O-])(=O)=O,0.457118619
[O-][Cl](=O)(=O)=O,0.461218862
[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.864516218
CCN(CCO)C1=CC=C(C=C1)N=NC1=[N+](C)C2=CC=C(OC)C=C2S1,-0.946771482
COS([O-])(=O)=O.CCN(CCO)C1=CC=C(C=C1)N=NC1=[N+](C)C2=CC=C(OC)C=C2S1,-1.020815087
CCCCOC(=O)CO,-0.458338912
COC(=O)CCl,-0.372767961
[Cl-].[Cl-].[Cd++],0.39671109
[O-]S(=O)(=O)CCBr,0.332748699
OC1=CC=CC=C1O,0.612341891
CCN(O)CC,0.70363191
NC(N)=[NH2+],0.397534856
CC([O-])=O,0.833767293
CC(=C)C(=O)OCCOC(=O)CCC([O-])=O,-0.706708916
CN(C)C1C2CC3C(O)C4=C(Cl)C=CC([O-])=C4C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)C1=O,-1.046901651
CCC(C)C([O-])=O,-0.355953575
[O-]S([O-])(=O)=O,1.041524079
[Br-],1.297742994
NC1=NC(Cl)=NC(NC2=CC(=CC3=CC(=C(N=NC4=CC(=CC=C4O)[N+]([O-])=O)C([O-])=C23)S([O-])(=O)=O)S([O-])(=O)=O)=N1,-0.494975175
CC1=CC=C(OCCCS([O-])(=O)=O)C(=C1)[N+]([O-])=O,0.170310359
CCCCC1=NC2(CCCC2)C(=O)N1,-1.019613944
CCN(C1=CC=CC=C1)C1=NC(Cl)=NC(NC2=CC(=CC3=C2C(=O)C(=NNC2=CC=CC=C2S([O-])(=O)=O)C(=C3)S([O-])(=O)=O)S([O-])(=O)=O)=N1,-0.266745284
[Cl-].[Cl-].[Zn++],0.501000636
CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O,-0.742062088
CC([O-])=O.CCN(CC)C1=CC=C(C=CC2=[N+](C)C3=CC=CC=C3C2(C)C)C=C1,-0.960418782
OP([O-])([O-])=O.CCN(CC)C1=CC=C(C=CC2=[N+](C)C3=CC=CC=C3C2(C)C)C=C1,-1.000489568
OC1=C(CC2=C(O)C(=CC3=CC=CC=C23)C([O-])=O)C2=CC=CC=C2C=C1C([O-])=O,-0.980758883
OC(C(O)C([O-])=O)C([O-])=O,0.366276763
CC1=NC=C(C[NH3+])C(N)=N1,0.490306563
[O-][N+]([O-])=O,1.377095201
CN(C)CCC[NH2+]CCC[NH+](C)C,0.355850804
NC1=CC=C(OCCO)C(N)=C1,0.246159297
OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.216653091
[O-][N+]([O-])=O,-0.940813194
[F-],-0.002187262
CC([NH3+])C1=CC=CC=C1,-0.460192409
COC(=O)C1=CC=C(O)C=C1,0.380300188
[NH3+]C(CCC([O-])=O)C([O-])=O,0.391961629
[N-]=[N+]=[N-],0.804013495
[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.024802502
[O-]C(=O)C([O-])=O,-0.472581501
NC(=O)CCC([NH3+])C([O-])=O,-0.548311419
CCC(C)C([NH3+])C([O-])=O,-0.502953857
OCCNC1=CC=C2OCOC2=C1,0.272897501
O=C1OC(=O)C=C1,0.618115807
OC([O-])=O,0.581124668
OCCNC1=NC(NC2=CC=C3C(=C2)C=C(C(=NNC2=CC=C(C=C2)N=NC2=CC=C(C=C2)S([O-])(=O)=O)C3=O)S([O-])(=O)=O)=NC(NCCO)=[NH+]1,-0.28369802
CC1CO1,0.838033384
CC1=CC=C2N=C(SC2=C1S([O-])(=O)=O)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)C1=NC2=CC=C(C)C(=C2S1)S([O-])(=O)=O,-1.222309624
CCOCCCC(C)OCCOCC(C)CO,-0.790860844
CC([NH3+])C1=CC=CC=C1,-0.481381708
[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.237458201
CCCCNC(=O)OCCOC(=O)C=C,-1.634840597
NNC1=CC=C(Cl)C=C1,-1.563665466
CC1=CC(N)=CC(C)=C1,-1.402200462
NS(=O)(=O)C1=CC=C([O-])C(=C1)N=NC1=C(O)C=CC2=CC=CC=C12,-2.202203848
CC1(C)CC(=O)CC(C)(C1)C#N,-1.54049772
OC1(CC[NH2+]CC1)C1=CC=C(Cl)C=C1,-1.720777531
[NH3+]C(C([O-])=O)C1=CC=CC=C1,-1.508278406
CCCCOP([S-])(=O)OCCCC,-1.879697302
CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,-1.718847397
CC(=O)CCC1=CC=C(O)C=C1,-1.552040941
