SMILES,LogS
NC(N)=O.[O-]S([O-])(=O)=O.OC[P+](CO)(CO)CO,0.403692118
[O-][Si](=O)O[Si]([O-])=O,0.584676017
[Cl-].NC(N)=O.OC[P+](CO)(CO)CO,0.425111841
OP([O-])([O-])=O,0.296424918
CC1=CC=CC=C1OP([S-])(=S)OC1=CC=CC=C1C,-1.060529965
[Al+3].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Ti+4],-0.111289404
COC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0.506344271
[NH4+].[Cl-].[Cl-].[Cl-].[Cl-].[Au+3],0.48894593
OP([O-])=O,0.948776933
[Cs+],0.773766242
[Cs+],0.824163602
OCC1OB(O)OC1C(O)C(O)C([O-])=O,0.316972785
[Cl-].[Cl-].[Cl-].[In+3],0.655260037
NC(=O)C1=CC=C[N+](=C1)C1OC(COP([O-])(=O)OP([O-])(=O)OCC2OC(C(O)C2O)N2C=NC3=C(N)N=CN=C23)C(O)C1O,0.178204894
[O-]P(=O)(OCC1=CC=CC=C1)OCC1=CC=CC=C1,0.499854127
CCOP([S-])(=S)OCC,0.681477558
CC(C)COP([S-])(=S)OCC(C)C,0.57785683
OP([O-])([O-])=O,0.592898155
COP(C)(=O)OC,-0.093687784
CO[P+](=O)OC,-0.037589826
F[B-](F)(F)F.CN(C)[P+](CC1CCCCC1)(N(C)C)N(C)C,-1.507143452
[Pd++],-1.398370615
NC1=C(I)C(C([O-])=O)=C(I)C(C([O-])=O)=C1I,-1.569622787
CCCCCCCC[Sn]1(CCCCCCCC)OC(=O)CS1,-6.445626155
O[Ti]([O-])=O,-6.5279993
OP([O-])(=O)OP([O-])([O-])=O,-0.194271049
OOP([O-])(=O)CC([O-])=O,0.301076949
BrC1=CC=C2C3=CC4=C5C6=C(C=CC(C(=O)C2=C1Br)=C36)C=C1C2=CC=CC=C2C(=O)C(C=C4)=C51,-4.450427718
O.O.O.[Al+3].[Y+3],-4.214539206
[Rh+3].[I-].[I-].[I-],-4.684502457
CCCCCCCCCCCCCCCCCCP(=O)(OC)OC,-5.529966163
OP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O,-5.668842338
CC1=CC=CC(C)=C1OP(=O)(OC1=CC(OP(=O)(OC2=C(C)C=CC=C2C)OC2=C(C)C=CC=C2C)=CC=C1)OC1=C(C)C=CC=C1C,-6.836753134
CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,-6.757097539
C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,-7.012009544
C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,-7.026737494
CCC(CC)CO[Si](OCC(CC)CC)(OCC(CC)CC)OCC(CC)CC,-8.190644916
BrC1CC(Br)CC(Br)CC(Br)CC(Br)CC(Br)C1,-6.9904282
[Nb],-7.635822708
[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,-7.498558651
ClC1=C(Cl)C(Cl)=C(Br)C2=C1C1=NC2=NC2=C3C(=C4N=C5N=C(N=C6N([Cu]N24)C(=N1)C1=C6C(Br)=C(Cl)C(Br)=C1Cl)C1=C5C(Cl)=C(Br)C(Cl)=C1Cl)C(Br)=C(Cl)C(Br)=C3Cl,-9.144234111
ClC1=CC(Cl)=C(Cl)C2=C3NC(N=C4N5[Cu]N6C(=N3)C3=C(C6=NC6=NC(=NC5C5=C4C(Cl)=C(Cl)C(Cl)=C5Cl)C4=C6C(Cl)=C(Cl)C(Cl)=C4Cl)C(Cl)=C(Cl)C(Cl)=C3Cl)=C12,-9.039324078
BrC1=C(Br)C(Br)=C(CCC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C(Br)=C1Br,-9.129987804
[Cr],-10.01699993
O.O.O.[Sm+3].[Sm+3],-5.558846833
O=[W]=O,-5.955730007
CC(C)(C)C1=CC=C(OP2OCC3(CO2)COP(OC2=CC=C(C=C2C(C)(C)C)C(C)(C)C)OC3)C(=C1)C(C)(C)C,-6.813060611
[Co++],-5.015250193
[V],-6.205841507
BrC1=C(Br)C(Br)=C(COC(=O)C=C)C(Br)=C1Br,-7.806077004
[P],-6.566718008
O=[Ti]=O,-4.999994562
CCCCC(CC)COC(=O)C1=C(Br)C(Br)=C(Br)C(Br)=C1C(=O)OCC(CC)CCCC,-5.949075231
O.O.O.[Nd+3].[Nd+3],-7.63486078
,-7.89163614
O=[Nb](=O)O[Nb](=O)=O,-6.947445159
O.O.O.O.O.[Al+3].[Al+3].[Zn++].[Zn++],-7.623477375
CC1=CC=CC=C1OP(OC1=CC=CC=C1C)OC1=CC=CC=C1C,-7.77984306
[Dy],-7.511883361
OP([O-])=O,-4.770880972
[Cu]1N2C3=NC4=NC(=NC5=C6C=CC=CC6=C(N=C6N=C(N=C2C2=C3C=CC=C2)C2=C6C=CC=C2)N15)C1=C4C=CC=C1,-8.158424314
[O-][Co]=O,-6.275970815
[Co],-5.117146036
S=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,-6.954694347
[Al+3].[Cl-].[Cl-].[Cl-],-6.568661207
CC(C)(C1=CC(Br)=C([O-])C(Br)=C1)C1=CC(Br)=C([O-])C(Br)=C1,-7.273530473
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,-7.188638134
,-8.217167979
,-8.213807356
O=[Cr]O[Cr]=O,-7.68626782
O=[Sn],-8.82836984
CC(C)(C1=CC(Br)=C(OCC2CO2)C(Br)=C1)C1=CC(Br)=C(OCC2CO2)C(Br)=C1,-7.395301899
[Na+].CO.NC1=CC=C(N)C=C1.COC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C#N,-6.30586781
[Se],-6.575187845
[Cd]=[Te],-7.101479355
,-7.461800322
[Fe],-5.519097591
[B],-4.843574339
,-7.62669423
O.O.[Pt+4],-7.26274955
[Nd],-7.079904468
O=[Co],-5.798391069
,-8.479083332
[Pd++],-8.062542962
S=[SnH2],-8.40595505
[SH-].[SH-].[SH-].[Bi+3].[Bi+3],-9.098315275
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,-9.407173725
CC(C)(C1=CC(Br)=C(OCC(Br)CBr)C(Br)=C1)C1=CC(Br)=C(OCC(Br)CBr)C(Br)=C1,-9.816435105
[Ir],-9.982761799
C1CO[Sb]2OCCO[Sb](O1)OCCO2,-9.024973872
O=[Cr]O[Cr]=O,-8.972710916
[Si],-5.663160057
[Mo],-5.812990187
BrC1=CC2=C3C4=C(C=CC=C14)C(=O)C1=CC(Br)=C4C=CC=C(C2=O)C4=C31,-7.633199042
O=[Zr]=O,-6.350325564
COC1=CC(N=NC2=C(Br)C=C(C=C2[N+]([O-])=O)[N+]([O-])=O)=C(NC(C)=O)C=C1N(CC=C)CC=C,-7.009332839
CC(C)(C)C1=CC=C(OP(OC2=CC=C(C=C2C(C)(C)C)C(C)(C)C)OC2=CC=C(C=C2C(C)(C)C)C(C)(C)C)C(=C1)C(C)(C)C,-8.111891986
COC(=O)CCN(CCC(=O)OC)C1=CC=C(C=C1)N=NC1=C(Cl)C=C(C=C1Br)[N+]([O-])=O,-7.100221625
[Sn],-7.472430972
[Na+].CO.CC1=C(N)C=CC=C1N.COC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C#N,-7.171667045
CC(Br)(CBr)COC1=C(Br)C=C(C=C1Br)C(C)(C)C1=CC(Br)=C(OCC(C)(Br)CBr)C(Br)=C1,-7.686491033
CCN(CC)C1=CC=C(N=NC2=C(Br)C=C(C=C2[N+]([O-])=O)[N+]([O-])=O)C(NC(C)=O)=C1,-7.379569278
[Na+].CO.COC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C#N.CC1=CC(N)=CC=C1N=NC1=CC=C(N)C=C1,-7.532414872
O=[Pb]=O,-7.325679101
CCO[Si](CC(C)CC(C)(C)C)(OCC)OCC,-6.441684141
[Be]=O,-7.255116256
O.O.O.O.O.[Al+3].[Al+3].[Co++].[Co++],-8.401098843
O.O.O.[Fe+3].[Fe+3],-8.249692316
[Nb],-7.968043762
[Be],-7.255851179
[Au],-8.817272216
CCCCCCCCC=CCCCCCCCCO[P+](=O)OCCCCCCCCC=CCCCCCCCC,-9.534419587
O=[Ce]=O,-9.145911087
BrC1=C(Br)C(Br)=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C(Br)=C1Br,-9.98189604
OC1=CC(Br)=CC(C=O)=C1,-3.2502
BrC1=CNC(=O)NC1=O,-2.3698
S=P(N1CC1)(N1CC1)N1CC1,0.0018
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.3315
OCC1OC(CC1O)N1C=C(I)C(=O)NC1=O,-2.2481
CC(C)OP(F)(=O)OC(C)C,-1.0777
NC1=C2N=CN(C3OC(COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)C(O)C3O)C2=NC=N1,0.2948
CCOP(=S)(OCC)OC1=CC=C2C(C)=C(Cl)C(=O)OC2=C1,-5.3835
OCC(O)COP([O-])([O-])=O,0.7643
OCC1OC(OP([O-])([O-])=O)C(O)C(O)C1O,0.5848
COC(C[Hg+])CNC(N)=O,-1.5235
[NH3+]C(CC1=CC(I)=C(O)C(I)=C1)C([O-])=O,-2.8583
BrC(Br)Br,-1.9113
CC(C)I,-2.0843
IC(I)I,-3.5952
C[As](C)([O-])=O,1.1612
[O-]C(=O)C(Br)(Br)Br,-0.1713
CCOP(=O)(C#N)N(C)C,-0.2186
CC1=CC=C(OP(=O)(OC2=CC=C(C)C=C2)OC2=CC=C(C)C=C2)C=C1,-6.0892
CCCCOP(=O)(CCCC)OCCCC,-2.6995
COP(=S)(OC)SCC1=NC(N)=NC(N)=N1,-3.069
BrCC(Br)Br,-2.7272
CC(Br)CBr,-2.1498
[O-]C(=O)CBr,1.1002
[O-]P([O-])(=O)OC1C(OP([O-])([O-])=O)C(OP([O-])([O-])=O)C(OP([O-])([O-])=O)C(OP([O-])([O-])=O)C1OP([O-])([O-])=O,0.1804
BrC1=C(Br)C(Br)=C(Br)C(Br)=C1Br,-9.5374
BrC1=CC=CC2=CC=CC=C12,-4.3468
OCC(Br)CBr,-0.6222
CC(OP(C)(F)=O)C(C)(C)C,-0.9383
ClS(=O)(=O)C1=CC=C(I)C=C1,-4.2686
BrCCC1=CC=CC=C1,-3.6757
BrCC#C,-0.9022
ClCCBr,-1.3177
CC(C)OP(C)(F)=O,0.8536
CCOP(=O)(OCC)OP(=O)(OCC)OCC,0.5373
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-6.8424
CC(C)CCBr,-2.886
CCOP(=O)(OCC)OC1=NNC(C)=C1,-2.3696
BrCCCBr,-2.0747
CN(C)P(F)(=O)N(C)C,0.8121
CCCCCCCCOP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,-6.4131
COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,-2.1209
ClCCOP(=O)(OCCCl)OCCCl,-1.6105
CCNC(=O)CSP(=S)(OC)OC,-1.4567
CCOP(=S)(OCC)OC1=NN(C(=O)C=C1)C1=CC=CC=C1,-3.5319
C[As](O)([O-])=O,0.2622
OC[P+](CO)(CO)CO,0.322
FC(F)(Br)C(F)(F)Br,-4.9376
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,-4.9405
CCOP(=O)(OCC)SCCSCC,-2.1112
BrN1C(=O)CCC1=O,-1.0831
OC1=C(I)C=C(I)C=C1C([O-])=O,-3.307
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-7.6637
COP(=O)(OC)OC(C)=CC(=O)N(C)C,0.6249
[O-]C(=O)CCI,-0.43
C[As](O)([O-])=O,0.3711
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,0.5433
CCOP(=S)(OCC)OC1=CN=CC=N1,-2.338
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0.5233
CCOP(=S)(OCC)OCCSCC,-3.634
[NH3+]C(CC1=CC(Br)=C([O-])C(Br)=C1)C([O-])=O,-1.9281
CCS(=O)CCSP(=O)(OC)OC,0.6086
CCOP(=O)(OCC)OC=CCl,-1.3316
CCC(C)N1C(=O)NC(C)=C(Br)C1=O,-2.5057
CC(C)N1C(=O)NC(C)=C(Br)C1=O,-2.0604
CP(F)(=O)OC1CCCCC1,-1.6875
FC1=CC=C(I)C=C1,-3.1257
F[P](F)(F)(F)(F)F.N#[N+]C1=CC=CC=C1,-1.4438
CC(C)NP(F)(=O)NC(C)C,-0.3574
CC(=O)NCC1=C(I)C(NC(C)=O)=C(I)C(C([O-])=O)=C1I,-2.3208
IC#N,-0.6333
CC(C)(C)Br,-2.3586
CCCOP(=O)(OCCC)OCCC,-1.5412
OC1=C(Br)C=C(Br)C2=CC=CN=C12,-4.1938
OC(CI)CI,-1.3971
ClN=C1C=C(Br)C(=O)C(Br)=C1,-3.7068
BrC=CBr,-1.3195
OCCBr,0.9032
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-7.9407
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-7.3387
ClC=C[As](Cl)Cl,-2.6177
CCCCI,-2.9587
BrC(Br)(Br)Br,-3.1404
[O-][N+](=O)C(Br)([N+]([O-])=O)[N+]([O-])=O,-1.7705
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.2838
CC(C)C(Br)C([O-])=O,-1.103
OC1C(O)C(O)C(OP([O-])([O-])=O)C(O)C1O,0.1076
BrC1=CC2=CC=CC=C2C=C1,-4.4001
[O-][N+](=O)C1=CC=CC(Br)=C1,-1.3054
[O-]C(=O)C1=CC=C(C([O-])=O)C(Br)=C1,-2.1339
IC=CI,-2.7813
C[Se]C,-0.6502
NC(=O)C(Br)(Br)Br,-1.2668
ClC(Br)CBr,-2.5546
NC(=O)C(Br)Br,-1.0574
OC1=C(O)C(Br)=C(C([O-])=O)C(Br)=C1O,-0.4188
BrC1=CC=CC(Br)=C1Br,-5.0402
ClC1=CC=CC=C1I,-3.54
BrC1=CC=C(Br)C(Br)=C1,-4.808
IC1=CC=C(I)C=C1,-5.3723
ICCI,-3.2196
ClC1=CC=CC(I)=C1,-3.55
OCCCBr,0.0093
[O-]C(=O)C(Br)Br,0.9861
CCSCCSP(=S)(OC)OC,-3.0905
CN(C)P(=O)(N(C)C)N(C)C,0.7467
CCCC[Sn](Cl)(Cl)CCCC,-3.5188
ClC(Br)C(Cl)Br,-2.5644
O=[I](=O)C1=CC=CC=C1,-1.8416
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,-4.2014
C[Sn](C)(Cl)Cl,-1.0407
CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,0.2956
CCCOP(=O)(OCC)OCC,0.4063
CCCCP(=O)(CCCC)CCCC,-0.5932
[Ca++].[O-]S(=O)(=O)CS([O-])(=O)=O,0.1255
CCOP(=O)(OCC)C(Cl)(Cl)Cl,-1.7541
OCC1=CC=C(Br)C=C1,-1.9295
COCCNC(=O)CSP(=S)(OC)OC,-1.1356
CCSCCSP(=O)(OC)OC,-1.8438
BrC1=CC(=O)OC2=CC=CC=C12,-1.6533
CCOP(=O)(OCC)N=C1SCCS1,-2.5941
CCOP(=O)(OCC)N=C1SCC(C)S1,-3.6744
CP(O)([O-])=O,-0.6813
,0.9621
CN(C)P(=O)(N(C)C)N1N=C(N=C1N)C1=CC=CC=C1,-3.0709
C[Si](C)(O)O,1.0354
CC([O-])=O.CC([O-])=O.CCCC[Sn++]CCCC,-4.7672
[O-]C(=O)C[NH2+]CP([O-])([O-])=O,-1.2069
FC1=CC=CC=C1Br,-2.6958
CNC(=O)CSP(=O)(OC)OC,0.6712
C[Si](C)(O)O[Si](C)(C)O,-0.1796
Cl[Sn](Cl)(C1=CC=CC=C1)C1=CC=CC=C1,-3.8373
CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,-5.2804
CC(=O)OC1=CC=C(Br)C=C1C([O-])=O,-2.5895
[O-]C(=O)C=C(Br)Br,-0.8358
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,-1.6223
[O-]C1=C(Br)C=C(C=C1Br)C#N,-3.3284
CCCCCCCC(=O)OC1=C(Br)C=C(C=C1Br)C#N,-6.7023
CCCCO[P+](=O)OCCCC,-1.4249
BrC1=CC=C(O1)C=O,-1.544
NC(=O)NC1=CC=C(Br)C=C1,-1.6336
CCC1=CC=CC=C1Br,-3.6702
BrC1=CC=CC(=C1)N=C=S,-4.0851
[O-]C(=O)C1=CC=CC=C1C(=O)C1=CC=C(Br)C=C1,-3.0074
C[As](O)([O-])=O,0.554
COP(=O)(OC)OC(=CCl)C1=CC=C(Cl)C=C1Cl,-3.4066
CCOP(=S)(OCC)SCC(=O)NC(C)C,-2.0575
CNC(=O)CCSCCSP(=O)(OC)OC,0.5416
CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12,-5.0813
OCC1=CC(Br)=CC=C1O,-0.2072
,-1.2983
CCCCOP(=O)(CC)OCCCC,-1.5687
CCCCOP(C)(=O)OCCCC,-1.4155
[O-]C(=O)C[NH+](CP([O-])([O-])=O)CP([O-])([O-])=O,-0.0256
CCOP(=S)(OCC)SCCS(=O)(=O)CC,-2.5403
CCCCOP(=O)(OCCCC)OC1=CC=CC=C1,-3.4746
COP(=S)(OC)SCC(=O)N(C)C=O,-1.9954
CCOP(=S)(OCC)SCS(=O)CC,-1.5384
CCOP(=S)(OCC)SCS(=O)(=O)CC,-2.5309
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.5177
CCOC(=O)C(SP(=S)(OC)OC)C1=CC=CC=C1,-4.4643
C[Hg]C#N,-0.0821
CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,-4.5171
CCCCOP(=O)(OCC)OCC,-1.1466
COC1=COC(CSP(=O)(OC)OC)=CC1=O,0.7286
CC(O)(P(O)([O-])=O)P([O-])([O-])=O,0.5249
[O-]C(=O)CCCCCCCCCCBr,-3.699
CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,-5.4956
C=CCOP(=O)(OCC=C)C1=CC=CC=C1,-2.8999
CCCCOP(=O)(CCCC)CCCC,-1.7166
[O-]C1=CC=C(C=O)C=C1Br,-2.1794
CC(Br)CCl,-1.8476
NC1=C(Br)C(=O)N(N=C1)C1=CC=CC=C1,-3.124
[O-]C1=CC=C(Br)C=CC1=O,-3.5629
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,-7.8728
BrCC(CBr)(CBr)CBr,-5.3844
CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,-4.1009
CN1C2=N[Se]N=C2C(=O)N(C)C1=O,-2.2994
[O-]C(=O)C1=CC(Br)=CO1,-1.1841
C[NH+](CC1=CC(Br)=CC(Br)=C1N)C1CCCCC1,-1.9733
CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N,-0.6237
CCOP(=S)(OCC)OC1=CC=C(N)C=C1,-2.826
BrC1=CC=C2NC3=CC=CC=C3SC2=C1,-6.1119
IC1=CC=C2NC3=CC=CC=C3SC2=C1,-6.9278
O=P(N1CCOCC1)(N1CCOCC1)N1CCOCC1,0.2984
[O-]C1=C(Br)C=CC=CC1=O,-2.4352
NP(N)(=O)C1=CC=CC=C1,-1.1482
[I-].CCN1C=CC(=CC=CC2=CC=[N+](CC)C3=CC=CC=C23)C2=CC=CC=C12,-2.6816
O=P(OC1=CC=CC=C1)(N1CCOCC1)N1CCOCC1,0.3925
CCOP(=S)(OCC)N1C(=O)C2=CC=CC=C2C1=O,-3.3522
[O-][N+](=O)C1=CC(=CC=C1)P([O-])([O-])=O,0.6835
NNP(=S)(NN)C1=CC=CC=C1,-1.425
NC1=CC(=CC=C1I)[N+]([O-])=O,-4.4216
COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,-4.831
COP(=S)(OC)SSP(=S)(OC)OC,-4.3981
OP([O-])(=O)CCC([O-])=O,0.5007
[Br-].CC[NH2+]CC,0.8123
[O-]C(=O)C1=CC=C(Br)C(=C1)[N+]([O-])=O,-2.9677
CC(C)C(Br)C(=O)NC(C)C([O-])=O,-0.4825
CC1=CC(C)=C(C(C)=C1)P([O-])=O,-2.7896
CNC(=O)C=C(C)OP(=O)(OC)OC,0.6514
CC(C)C1=CC=CC=C1Br,-4.1898
CCCCP(=O)(CCCC)OCC,-1.2005
CCCCOP(=O)(OCC)OCCCC,-1.8456
CCCCOP(=O)(OC)OCCCC,-1.4995
[O-]C(=O)CC[Se][Se]CCC([O-])=O,-2.2681
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)N1CCOCC1,-2.1425
II,-2.886
COP(=O)(OC)OC(C)=CC(=O)OC(C)C1=CC=CC=C1,-2.4973
[Cu++].[O-]S([O-])(=O)=O,-0.8922
O[As]([O-])([O-])=O,0.6187
COC(=O)C=C(C)OP(=O)(OC)OC,0.4276
CCOP(=S)(OCC)OCCSCC,-3.9351
NC(=O)C(Br)(Br)C#N,-1.2075
COP(N)(=O)SC,0.8504
CC(=O)NC(CC1=CC(Br)=C([O-])C(Br)=C1)C([O-])=O,-2.183
NC1=CC(=CC=C1Br)[N+]([O-])=O,-3.5583
OC1(CC[NH+](CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1,-3.6693
CCOP(=O)(OC)OC,0.5112
CCOP(=S)(OCC)SCS(=O)C(C)(C)C,-2.4421
OP([O-])(=O)CCCl,0.8401
CCOC1=CC(N=NC2=CC(=CC(=C2Br)[N+]([O-])=O)[N+]([O-])=O)=C(NC(C)=O)C=C1N(CCOC(C)=O)CCOC(C)=O,-8.8336
[O-]C(=O)CC[Ge](=O)O[Ge](=O)CCC([O-])=O,-1.4932
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0.5233
[O-]C1=C(Br)C=C(C=NOC2=CC=C(C=C2[N+]([O-])=O)[N+]([O-])=O)C=C1Br,-6.6637
CCCSP(=O)(OCC)SCCC,-2.5094
CCOP(=O)(OCC)SCC1=CC=CC=C1,-2.4155
CCOC(=O)C1=CN2N=C(OP(=S)(OCC)OCC)C=C2N=C1C,-4.9489
IC1=CNC(=O)C=C1,-1.7423
CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1,-4.1322
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,-2.4361
[O-]C(=O)C=CCBr,-0.7403
[O-]C(=O)CCC[Se][Se]CCCC([O-])=O,-2.2471
COC(=O)C1=CC=C(O)C(I)=C1,-3.3138
CCOC(=O)C1=CC=C(O)C(I)=C1,-3.4924
CCCOC(=O)C1=CC=C(O)C(I)=C1,-3.6865
CCCCOC(=O)C1=CC=C(O)C(I)=C1,-3.9033
IC1=CC=CC=C1C(=O)NC1=CC=CC=C1,-4.2084
[Cl-].[Cl-].[Pt++],-2.0741
CCCCCCP(=O)(OCC)OCC,-2.5687
CC1=CC=C(O)C(I)=C1,-2.4662
CC(C)C1(Br)C(=O)NC(=O)[N-]C1=O,-2.2088
C[Si](C)(C)CCC[NH3+],-1.9509
OCC1=CC=C(I)C=C1,-2.746
[O-]C(=O)C1CCC([Se]1)C([O-])=O,-0.545
CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1,-5.2172
OCC1=CC=CC=C1Br,-2.158
BrC1=CC=C2COC(=O)C2=C1,-2.6472
BrC1=CN=CNC1=O,-0.4471
CCCCCOP(=O)(OCC)OCC,-1.4757
CCS(=O)(=O)CCSP(=S)(OC)OC,-2.5415
CCOP(=O)(OCC)N=C1SCS1,-0.6835
[O-]C(=O)C1=CC(Br)=CC=C1Cl,-1.952
COP(=O)(OC)OC(=CCl)C1=CC(Cl)=C(Cl)C=C1Cl,-4.5221
CCOP(=S)(OCC)OC1=CC(C)=NC(=N1)N(CC)CC,-4.9242
COP(=O)(OC)OC1=C(Cl)C2C=CCC12,-2.0011
[O-]P([O-])(=O)C[NH+](CCCCCC[NH+](CP([O-])([O-])=O)CP([O-])([O-])=O)CP([O-])([O-])=O,-1.5161
CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,-3.9049
CC(=O)NC1=CC=C(Br)C=C1C,-1.756
CC1=CC=CC(I)=C1O,-1.8378
CCOP(=S)(OCC)SCCl,-3.5924
BrC=CBr,-1.7415
CCOP([O-])(=O)C(N)=O,0.7693
CC1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,-6.1517
CC1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2C)C=C1,-6.3733
CCOP(=O)(OCC)OCC(C)C,-1.1765
BrC1=CN=C(NC1=O)C1=CC=CC=C1,-3.4792
BrC1=CC=C(C(Br)=C1Br)C1=C(Br)C(Br)=C(Br)C(Br)=C1Br,-9.351
CC(C)C1=CC=CC=C1OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,-5.2239
COC(=O)N(C)C(=O)CSP(C)(=S)OC,-1.9563
CC(C)CCCCCCCOP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,-5.7165
CCOP(=S)(OCC)SCN1C(=O)OC2=CC=CC=C12,-5.1905
COC(=O)C(C)=COP(=S)(OC)OC,-2.7785
CN(C(C)=O)C1=C(I)C(NC(C)=O)=C(I)C(C(=O)NC2C(O)OC(CO)C(O)C2O)=C1I,-0.1982
CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,-3.4078
[O-]C(=O)C1=C(Br)C(Br)=CO1,-2.0887
[O-]C(=O)C=CC1=CC=CC(Br)=C1,-2.636
NNP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,-2.2373
[O-]C(=O)C1=CC(Br)=CC(C([O-])=O)=C1C([O-])=O,-1.4481
CC(C)C1=CC(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)=CC(=C1)C1=CC=CC=C1,-6.8485
ClC1=CC(Br)=C(OC(=O)C=C)C2=NC=CC=C12,-4.7168
CCCSP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl,-6.693
COP(=O)(OC)OC1=C(Cl)CC2C=CC12,-2.0566
CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1,-6.0171
CC(NC(=O)C(C)NC(=O)C([NH3+])CCP(C)([O-])=O)C([O-])=O,0.4904
BrC1=CC(Br)=C(OC2=CC(Br)=CC(Br)=C2Br)C(Br)=C1,-8.1979
CCOP(=O)(OC1=CC=C(Cl)C=C1Cl)OC1=CC=C(Cl)C=C1Cl,-5.774
COP(=S)(OC)SCCSC(C)C,-3.4288
ON(C(=O)C1=CC=CC=C1I)C1=CC=CC=C1,-3.5304
BrC1=CC(Br)=C(OCCOC2=C(Br)C=C(Br)C=C2Br)C(Br)=C1,-6.5363
COCCO[Si](CCCl)(OCCOC)OCCOC,-1.1029
CC1=CC(C)=C(OCC([O-])=O)C(Br)=C1,-3.1234
CCOC1=CC(OP(=S)(OC)OC)=NC(CC)=N1,-3.8638
[O-]C(=O)C[NH2+]CP([O-])([O-])=O,0.6629
[O-]C(=O)C(I)=CBr,-1.2118
ClCCC(Cl)OP(=O)(OC(Cl)CCCl)OC(Cl)CCCl,-3.6344
CCOP(=S)(OCC)OC1=NN(C(C)C)C(Cl)=N1,-3.6577
CCOP(C)(=O)SCC[NH+](C(C)C)C(C)C,-0.95
